,Date,Country,City,Specie,count,min,max,median,variance
800,13/01/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.6,2.5,8.08
801,16/01/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,2.0,5.53
802,17/01/2020,VN,Ho Chi Minh City,wind speed,24,1.0,5.1,1.8,16.42
803,02/02/2020,VN,Ho Chi Minh City,wind speed,24,1.2,3.6,2.0,5.84
804,07/02/2020,VN,Ho Chi Minh City,wind speed,24,1.2,4.8,3.0,9.01
805,16/03/2020,VN,Ho Chi Minh City,wind speed,24,1.8,5.9,3.3,13.95
806,30/03/2020,VN,Ho Chi Minh City,wind speed,24,1.5,4.3,3.6,5.46
807,08/01/2020,VN,Ho Chi Minh City,wind speed,24,1.0,3.8,2.0,7.42
808,09/01/2020,VN,Ho Chi Minh City,wind speed,24,0.7,5.1,1.5,23.35
809,10/01/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.3,2.8,12.75
810,17/03/2020,VN,Ho Chi Minh City,wind speed,24,2.5,5.1,4.1,4.77
811,06/01/2020,VN,Ho Chi Minh City,wind speed,23,0.5,3.8,2.3,7.07
812,15/06/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.8,1.8,10.16
813,19/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,1.8,9.36
814,30/04/2020,VN,Ho Chi Minh City,wind speed,24,0.5,6.1,2.5,28.22
815,02/09/2020,VN,Ho Chi Minh City,wind speed,21,0.2,5.1,2.8,23.12
816,27/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.4,1.2,15.03
817,16/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.6,1.2,6.51
818,10/01/2021,VN,Ho Chi Minh City,wind speed,24,0.7,2.8,1.2,3.57
819,21/06/2020,VN,Ho Chi Minh City,wind speed,22,0.2,6.6,1.2,22.98
820,10/08/2020,VN,Ho Chi Minh City,wind speed,23,0.2,6.9,3.8,38.64
821,04/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.8,2.3,11.85
822,10/11/2020,VN,Ho Chi Minh City,wind speed,24,2.3,6.6,4.1,18.32
823,22/11/2020,VN,Ho Chi Minh City,wind speed,22,0.2,3.3,1.2,7.39
824,26/04/2020,VN,Ho Chi Minh City,wind speed,24,0.2,6.4,1.2,20.8
825,14/05/2020,VN,Ho Chi Minh City,wind speed,24,1.0,5.9,3.0,15.25
826,08/08/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.4,2.8,20.05
827,02/10/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.1,1.0,9.62
828,25/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,2.0,8.32
829,20/07/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.1,1.2,10.17
830,21/07/2020,VN,Ho Chi Minh City,wind speed,23,0.2,3.0,1.2,5.2
831,02/08/2020,VN,Ho Chi Minh City,wind speed,24,2.5,6.9,4.3,13.54
832,01/05/2020,VN,Ho Chi Minh City,wind speed,24,2.3,6.1,4.3,9.35
833,15/07/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.6,2.3,14.48
834,09/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.6,2.0,13.91
835,21/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.3,1.2,8.98
836,13/01/2021,VN,Ho Chi Minh City,wind speed,24,0.7,3.8,1.8,8.24
837,07/08/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.1,3.0,11.61
838,22/08/2020,VN,Ho Chi Minh City,wind speed,24,1.5,5.1,2.8,7.95
839,24/08/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.1,2.3,11.83
840,11/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.6,1.0,9.29
841,13/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.4,2.3,18.41
842,21/12/2020,VN,Ho Chi Minh City,wind speed,24,2.8,6.6,4.8,14.43
843,31/12/2020,VN,Ho Chi Minh City,wind speed,24,1.8,5.1,3.8,9.38
845,03/04/2020,VN,Ho Chi Minh City,wind speed,24,3.0,6.4,4.6,6.42
846,29/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,7.4,1.5,24.45
847,03/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,3.6,1.5,10.8
848,18/09/2020,VN,Ho Chi Minh City,wind speed,24,3.8,8.7,5.4,21.16
849,27/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,6.1,1.5,21.59
850,06/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,1.5,12.97
851,14/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.3,1.8,12.73
852,25/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.3,1.8,7.79
853,11/12/2020,VN,Ho Chi Minh City,wind speed,22,0.5,2.3,1.2,2.14
854,29/08/2020,VN,Ho Chi Minh City,wind speed,24,2.0,5.4,3.3,7.23
855,30/08/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.6,2.8,8.22
856,13/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,6.4,1.0,22.64
857,18/04/2020,VN,Ho Chi Minh City,wind speed,24,1.2,4.3,3.3,10.14
858,13/05/2020,VN,Ho Chi Minh City,wind speed,24,1.8,5.6,3.6,9.56
859,17/05/2020,VN,Ho Chi Minh City,wind speed,24,1.5,5.4,2.3,6.14
860,25/07/2020,VN,Ho Chi Minh City,wind speed,23,0.2,3.8,1.5,7.58
861,26/08/2020,VN,Ho Chi Minh City,wind speed,24,2.3,5.6,3.8,9.96
862,28/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,1.5,8.53
863,03/05/2020,VN,Ho Chi Minh City,wind speed,24,1.2,5.6,2.5,15.49
864,17/07/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.8,2.3,9.3
865,19/08/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.8,3.0,12.99
866,07/10/2020,VN,Ho Chi Minh City,wind speed,23,0.5,3.8,2.0,13.82
867,02/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,1.8,7.24
868,11/05/2020,VN,Ho Chi Minh City,wind speed,24,2.0,4.1,3.0,3.27
869,23/05/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.6,2.5,11.26
870,27/07/2020,VN,Ho Chi Minh City,wind speed,22,0.2,4.3,1.2,17.79
871,25/08/2020,VN,Ho Chi Minh City,wind speed,22,0.2,5.1,2.8,22.64
872,15/05/2020,VN,Ho Chi Minh City,wind speed,24,1.5,4.6,3.0,7.05
873,30/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,1.5,17.95
874,17/09/2020,VN,Ho Chi Minh City,wind speed,24,1.2,5.4,3.6,14.63
875,11/04/2020,VN,Ho Chi Minh City,wind speed,24,2.0,4.8,3.6,6.57
876,23/04/2020,VN,Ho Chi Minh City,wind speed,24,1.0,6.1,4.3,20.64
877,10/07/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.1,1.8,17.43
878,04/09/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.6,2.5,17.42
879,14/11/2020,VN,Ho Chi Minh City,wind speed,24,1.0,3.6,2.0,4.52
880,02/07/2020,VN,Ho Chi Minh City,wind speed,24,2.0,7.2,3.3,14.5
881,07/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.6,2.3,19.66
882,27/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.6,1.8,16.85
883,22/12/2020,VN,Ho Chi Minh City,wind speed,24,2.3,5.4,3.6,7.76
884,02/04/2020,VN,Ho Chi Minh City,wind speed,24,2.5,6.1,4.1,10.88
885,16/07/2020,VN,Ho Chi Minh City,wind speed,24,1.5,4.8,2.5,9.83
886,07/04/2020,VN,Ho Chi Minh City,wind speed,24,1.8,6.1,3.6,10.49
887,15/08/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.3,1.2,15.33
888,16/08/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.8,2.0,15.79
889,08/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,5.4,2.5,14.22
890,19/12/2020,VN,Ho Chi Minh City,wind speed,24,1.5,4.1,3.0,6.94
891,10/04/2020,VN,Ho Chi Minh City,wind speed,24,1.0,6.1,3.3,12.73
892,04/05/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.3,3.0,9.23
893,10/05/2020,VN,Ho Chi Minh City,wind speed,24,2.0,5.4,3.3,9.77
894,07/07/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.8,2.8,19.5
895,01/12/2020,VN,Ho Chi Minh City,wind speed,24,0.7,5.6,1.5,23.55
896,13/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.0,1.5,5.83
897,19/04/2020,VN,Ho Chi Minh City,wind speed,24,2.0,5.1,3.8,5.38
898,09/05/2020,VN,Ho Chi Minh City,wind speed,24,1.2,5.1,3.0,10.64
899,01/07/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.4,2.0,29.32
900,27/08/2020,VN,Ho Chi Minh City,wind speed,24,2.8,6.4,4.6,7.5
901,25/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,7.2,2.3,36.38
902,08/09/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.1,1.8,6.86
903,04/10/2020,VN,Ho Chi Minh City,wind speed,23,0.2,6.4,3.6,34.01
904,10/10/2020,VN,Ho Chi Minh City,wind speed,22,0.2,6.4,0.5,20.13
905,17/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,2.8,1.5,4.55
906,20/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,7.2,1.8,23.97
907,03/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,2.8,1.8,4.59
908,04/04/2020,VN,Ho Chi Minh City,wind speed,24,2.3,5.9,4.3,11.96
909,25/04/2020,VN,Ho Chi Minh City,wind speed,24,0.2,7.9,1.5,25.32
910,29/04/2020,VN,Ho Chi Minh City,wind speed,24,1.0,5.6,2.3,16.61
911,08/06/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.8,3.0,12.38
912,03/07/2020,VN,Ho Chi Minh City,wind speed,23,1.0,5.1,3.0,15.05
913,09/09/2020,VN,Ho Chi Minh City,wind speed,23,0.7,4.8,1.2,11.45
914,09/04/2020,VN,Ho Chi Minh City,wind speed,24,1.8,6.1,3.6,12.33
915,10/06/2020,VN,Ho Chi Minh City,wind speed,24,1.0,6.4,2.0,15.28
916,12/10/2020,VN,Ho Chi Minh City,wind speed,24,0.7,5.4,2.5,16.0
917,12/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.3,1.0,6.93
918,23/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.0,1.0,8.81
919,09/08/2020,VN,Ho Chi Minh City,wind speed,21,0.5,5.1,2.3,17.62
920,23/10/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.0,2.0,2.57
921,01/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.6,2.0,7.07
922,13/08/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.4,1.5,22.89
923,28/11/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.6,2.0,11.86
924,06/01/2021,VN,Ho Chi Minh City,wind speed,24,0.7,2.8,2.0,3.06
925,26/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.8,1.8,21.08
926,16/06/2020,VN,Ho Chi Minh City,wind speed,23,0.2,6.9,1.0,27.64
927,19/07/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.3,1.5,10.18
928,30/07/2020,VN,Ho Chi Minh City,wind speed,24,0.7,6.1,3.0,22.38
929,01/08/2020,VN,Ho Chi Minh City,wind speed,24,2.5,10.5,5.4,46.89
930,14/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,3.3,1.5,7.78
931,28/07/2020,VN,Ho Chi Minh City,wind speed,23,0.2,5.1,2.3,18.32
932,17/08/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.8,2.5,17.02
933,28/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.8,3.0,21.26
934,24/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.6,1.2,29.49
935,03/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,3.0,1.8,4.72
936,06/05/2020,VN,Ho Chi Minh City,wind speed,24,1.8,4.3,3.0,4.99
937,27/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.8,2.5,17.29
938,04/08/2020,VN,Ho Chi Minh City,wind speed,24,1.5,7.2,3.8,31.56
939,18/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,1.2,10.5
940,11/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,2.0,5.38
941,22/04/2020,VN,Ho Chi Minh City,wind speed,24,1.5,5.1,3.3,8.47
942,07/05/2020,VN,Ho Chi Minh City,wind speed,24,2.0,4.8,3.3,7.7
943,02/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,6.4,1.2,20.02
944,29/07/2020,VN,Ho Chi Minh City,wind speed,24,0.2,6.9,2.5,22.49
945,03/10/2020,VN,Ho Chi Minh City,wind speed,22,0.5,6.1,1.5,25.73
947,12/06/2020,VN,Ho Chi Minh City,wind speed,24,0.7,5.6,2.5,20.44
948,29/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,1.8,13.09
949,28/10/2020,VN,Ho Chi Minh City,wind speed,24,1.5,6.1,3.0,23.97
950,13/06/2020,VN,Ho Chi Minh City,wind speed,22,0.2,6.4,1.8,20.25
951,08/07/2020,VN,Ho Chi Minh City,wind speed,22,0.5,5.1,1.0,18.4
952,14/07/2020,VN,Ho Chi Minh City,wind speed,23,0.2,5.4,2.0,17.88
953,21/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,5.9,1.2,14.46
954,21/10/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,2.3,8.5
955,05/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,3.0,1.5,4.8
956,16/01/2021,VN,Ho Chi Minh City,wind speed,24,0.2,4.3,2.5,10.85
957,24/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,1.5,13.62
958,14/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.8,1.2,18.55
959,19/09/2020,VN,Ho Chi Minh City,wind speed,23,0.5,5.1,2.3,14.98
960,20/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.1,2.5,9.29
961,09/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.6,2.5,18.67
962,30/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.6,1.8,23.08
963,20/04/2020,VN,Ho Chi Minh City,wind speed,24,2.0,5.4,3.6,10.93
964,23/07/2020,VN,Ho Chi Minh City,wind speed,21,0.5,5.1,1.5,16.96
965,23/08/2020,VN,Ho Chi Minh City,wind speed,24,2.0,4.8,3.3,4.84
966,05/10/2020,VN,Ho Chi Minh City,wind speed,24,0.7,5.9,2.3,18.0
967,19/05/2020,VN,Ho Chi Minh City,wind speed,24,0.7,7.2,2.8,21.09
968,20/08/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.1,1.8,13.84
969,21/08/2020,VN,Ho Chi Minh City,wind speed,23,1.0,4.6,3.3,13.06
970,18/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,4.8,2.8,8.92
971,16/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.6,1.2,9.39
972,24/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.0,1.2,6.26
973,26/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,2.8,1.5,4.53
974,04/06/2020,VN,Ho Chi Minh City,wind speed,22,0.2,4.6,1.2,13.6
975,14/08/2020,VN,Ho Chi Minh City,wind speed,23,0.5,4.1,1.5,7.63
976,01/09/2020,VN,Ho Chi Minh City,wind speed,24,0.5,6.9,1.0,24.16
977,12/09/2020,VN,Ho Chi Minh City,wind speed,22,0.2,5.4,1.2,19.76
978,12/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.4,1.5,11.08
979,17/04/2020,VN,Ho Chi Minh City,wind speed,24,2.8,6.4,3.8,8.06
980,18/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.3,2.3,14.45
981,07/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.6,2.5,13.51
982,16/09/2020,VN,Ho Chi Minh City,wind speed,24,1.0,5.1,3.3,16.39
983,11/10/2020,VN,Ho Chi Minh City,wind speed,23,0.5,6.1,2.5,17.76
984,08/12/2020,VN,Ho Chi Minh City,wind speed,24,1.2,3.8,2.5,4.09
986,01/04/2020,VN,Ho Chi Minh City,wind speed,24,1.8,5.6,3.8,13.09
987,08/04/2020,VN,Ho Chi Minh City,wind speed,24,1.8,5.1,2.8,11.88
988,08/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.1,2.8,20.65
989,10/09/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,1.2,10.56
990,09/01/2021,VN,Ho Chi Minh City,wind speed,24,1.0,3.8,1.8,4.38
991,05/05/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.8,2.8,12.53
992,21/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.8,3.0,24.31
993,24/09/2020,VN,Ho Chi Minh City,wind speed,20,0.5,5.1,1.2,18.0
994,26/10/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.3,1.8,9.54
995,17/11/2020,VN,Ho Chi Minh City,wind speed,23,0.2,3.3,2.0,11.32
996,22/05/2020,VN,Ho Chi Minh City,wind speed,24,1.5,4.1,3.0,4.05
997,05/09/2020,VN,Ho Chi Minh City,wind speed,21,0.2,6.6,1.2,21.69
998,29/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.1,2.0,10.07
999,12/08/2020,VN,Ho Chi Minh City,wind speed,23,0.5,4.8,3.3,18.03
1000,01/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.8,1.8,8.3
1001,29/10/2020,VN,Ho Chi Minh City,wind speed,22,0.5,6.6,3.0,14.67
1002,15/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.8,1.5,8.46
1003,07/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,4.3,1.5,8.61
1004,02/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.6,1.8,8.48
1005,27/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.3,2.0,5.03
1006,06/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.0,2.3,3.75
1007,12/07/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.8,1.8,7.89
1008,05/08/2020,VN,Ho Chi Minh City,wind speed,24,0.5,6.6,2.5,30.28
1009,19/10/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.8,1.2,22.29
1010,20/10/2020,VN,Ho Chi Minh City,wind speed,24,0.7,2.8,2.3,2.95
1011,31/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.6,1.5,12.97
1012,11/08/2020,VN,Ho Chi Minh City,wind speed,24,2.8,7.4,4.1,17.98
1013,23/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.8,1.5,7.23
1014,12/01/2021,VN,Ho Chi Minh City,wind speed,24,1.8,4.1,2.8,3.48
1015,14/10/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.6,2.3,11.8
1016,05/12/2020,VN,Ho Chi Minh City,wind speed,24,1.2,3.6,1.8,4.89
1017,03/12/2020,VN,Ho Chi Minh City,wind speed,24,1.2,3.6,2.0,3.41
1018,17/01/2021,VN,Ho Chi Minh City,wind speed,24,0.7,5.6,2.5,22.58
1019,19/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,3.8,1.8,4.89
1020,06/04/2020,VN,Ho Chi Minh City,wind speed,24,2.0,5.4,4.1,7.75
1021,24/07/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.1,1.5,7.27
1022,03/08/2020,VN,Ho Chi Minh City,wind speed,24,0.7,6.9,2.0,25.13
1023,15/10/2020,VN,Ho Chi Minh City,wind speed,24,1.0,5.6,2.5,14.63
1024,16/10/2020,VN,Ho Chi Minh City,wind speed,24,2.3,7.2,3.6,16.87
1025,16/04/2020,VN,Ho Chi Minh City,wind speed,24,1.0,5.6,3.8,11.99
1026,26/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,6.4,1.5,31.51
1027,29/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.1,2.8,25.65
1028,24/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.1,1.8,9.5
1029,23/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.3,2.8,12.07
1030,04/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,4.6,1.8,7.28
1031,12/05/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.8,2.0,16.83
1032,13/07/2020,VN,Ho Chi Minh City,wind speed,24,0.2,7.7,1.5,28.55
1033,17/10/2020,VN,Ho Chi Minh City,wind speed,24,1.8,7.2,3.6,19.1
1034,27/10/2020,VN,Ho Chi Minh City,wind speed,24,1.5,6.1,3.0,12.61
1035,10/12/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.8,1.5,5.27
1036,28/05/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,1.2,6.66
1037,01/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.8,1.5,19.33
1038,22/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,6.4,1.2,19.13
1039,30/12/2020,VN,Ho Chi Minh City,wind speed,24,1.0,7.2,3.3,35.19
1040,20/01/2021,VN,Ho Chi Minh City,wind speed,16,0.2,1.8,1.0,2.21
1041,19/11/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.8,2.0,11.3
1042,09/12/2020,VN,Ho Chi Minh City,wind speed,24,1.5,4.1,2.3,4.87
1043,13/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,2.5,1.2,5.22
1044,27/04/2020,VN,Ho Chi Minh City,wind speed,24,0.2,6.9,1.2,22.14
1045,30/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,2.5,1.5,5.12
1046,22/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.4,1.0,19.96
1047,26/07/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.3,2.0,8.05
1048,06/09/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.6,1.8,12.07
1049,08/01/2021,VN,Ho Chi Minh City,wind speed,24,0.2,4.3,1.5,8.96
1050,15/01/2021,VN,Ho Chi Minh City,wind speed,24,0.5,4.3,1.2,15.38
1051,06/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.1,1.5,11.32
1052,30/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.6,1.8,9.43
1053,15/04/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.6,1.5,14.8
1054,20/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.6,1.8,20.34
1055,05/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,1.8,14.33
1056,06/07/2020,VN,Ho Chi Minh City,wind speed,24,1.0,3.6,1.8,7.51
1057,09/07/2020,VN,Ho Chi Minh City,wind speed,23,0.2,5.1,1.2,16.14
1058,12/04/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.4,2.5,10.05
1059,21/04/2020,VN,Ho Chi Minh City,wind speed,24,1.5,6.1,3.6,13.64
1060,18/07/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.3,1.2,10.67
1061,05/11/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,1.5,7.01
1062,20/12/2020,VN,Ho Chi Minh City,wind speed,24,1.8,6.1,4.6,18.31
1064,05/04/2020,VN,Ho Chi Minh City,wind speed,24,3.0,6.6,4.6,9.63
1065,14/04/2020,VN,Ho Chi Minh City,wind speed,23,0.5,5.9,1.2,22.24
1066,18/05/2020,VN,Ho Chi Minh City,wind speed,24,1.0,6.1,2.5,22.0
1067,29/05/2020,VN,Ho Chi Minh City,wind speed,23,0.5,5.1,1.2,19.49
1068,15/12/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,1.2,6.63
1069,13/04/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.1,1.5,8.49
1070,02/05/2020,VN,Ho Chi Minh City,wind speed,24,1.5,5.1,3.8,8.28
1071,31/05/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.1,1.8,12.15
1072,18/10/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.6,1.8,15.34
1073,07/12/2020,VN,Ho Chi Minh City,wind speed,24,1.5,3.3,2.0,2.26
1075,03/06/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.6,1.2,17.95
1076,25/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,5.6,1.5,16.05
1077,31/08/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,2.0,18.0
1078,26/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.0,1.2,5.41
1079,16/05/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,2.5,10.66
1080,22/10/2020,VN,Ho Chi Minh City,wind speed,24,0.7,2.5,1.5,1.65
1081,24/05/2020,VN,Ho Chi Minh City,wind speed,24,0.5,6.1,1.2,30.14
1082,28/06/2020,VN,Ho Chi Minh City,wind speed,24,1.0,6.6,3.0,17.25
1083,15/09/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.8,2.0,21.88
1084,08/10/2020,VN,Ho Chi Minh City,wind speed,23,0.2,5.1,1.8,13.99
1085,25/11/2020,VN,Ho Chi Minh City,wind speed,24,0.2,3.6,1.5,7.92
1086,01/01/2021,VN,Ho Chi Minh City,wind speed,24,2.3,5.1,3.3,4.44
1087,28/04/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.1,1.8,11.36
1088,28/08/2020,VN,Ho Chi Minh City,wind speed,23,1.8,6.4,4.1,17.17
1089,23/09/2020,VN,Ho Chi Minh City,wind speed,22,0.2,4.1,1.8,13.39
1090,09/10/2020,VN,Ho Chi Minh City,wind speed,23,0.5,3.6,1.5,6.45
1091,04/12/2020,VN,Ho Chi Minh City,wind speed,24,0.7,3.8,2.5,6.48
1092,07/06/2020,VN,Ho Chi Minh City,wind speed,23,0.5,4.8,2.5,15.86
1093,04/07/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,2.0,8.27
1094,31/07/2020,VN,Ho Chi Minh City,wind speed,24,1.2,7.4,3.8,32.89
1095,18/12/2020,VN,Ho Chi Minh City,wind speed,24,1.0,4.1,2.0,7.16
1096,02/01/2021,VN,Ho Chi Minh City,wind speed,24,1.2,4.6,2.8,6.28
1097,26/06/2020,VN,Ho Chi Minh City,wind speed,24,0.2,4.6,1.2,20.09
1098,05/07/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.3,2.0,8.12
1099,22/07/2020,VN,Ho Chi Minh City,wind speed,24,0.5,3.6,1.2,7.79
1100,18/08/2020,VN,Ho Chi Minh City,wind speed,23,0.2,4.6,3.0,17.52
1101,25/05/2020,VN,Ho Chi Minh City,wind speed,23,0.2,6.1,1.0,14.09
1102,20/06/2020,VN,Ho Chi Minh City,wind speed,24,0.7,4.1,2.3,8.23
1103,14/12/2020,VN,Ho Chi Minh City,wind speed,24,0.5,4.6,1.5,7.02
1104,11/11/2020,VN,Ho Chi Minh City,wind speed,23,0.7,3.6,2.0,5.88
1105,24/04/2020,VN,Ho Chi Minh City,wind speed,24,0.5,5.1,2.3,15.09
