,Date,Country,City,Specie,count,min,max,median,variance
6859,08/08/2020,VN,Ha Noi,wind speed,72,1.0,5.1,2.8,13.16
6860,19/08/2020,VN,Ha Noi,wind speed,72,0.2,3.3,2.0,5.73
6861,04/09/2020,VN,Ha Noi,wind speed,72,1.0,5.4,2.0,11.79
6862,26/09/2020,VN,Ha Noi,wind speed,72,1.8,4.6,3.3,4.85
6863,15/06/2020,VN,Ha Noi,wind speed,57,1.2,4.3,2.8,5.91
6864,25/07/2020,VN,Ha Noi,wind speed,69,2.5,6.4,3.8,11.1
6865,01/12/2020,VN,Ha Noi,wind speed,72,1.0,5.1,2.8,9.15
6866,01/01/2021,VN,Ha Noi,wind speed,72,0.5,4.6,1.8,12.43
6867,12/07/2020,VN,Ha Noi,wind speed,72,1.2,4.6,2.3,8.04
6868,28/07/2020,VN,Ha Noi,wind speed,69,1.0,4.8,2.0,9.03
6869,30/11/2020,VN,Ha Noi,wind speed,72,0.7,6.1,2.8,13.33
6870,18/12/2020,VN,Ha Noi,wind speed,72,1.2,5.9,4.1,18.02
6871,12/01/2021,VN,Ha Noi,wind speed,72,1.0,5.9,2.0,15.31
6872,09/06/2020,VN,Ha Noi,wind speed,48,1.5,5.6,2.3,8.09
6873,21/06/2020,VN,Ha Noi,wind speed,72,1.8,5.6,4.1,10.23
6874,03/11/2020,VN,Ha Noi,wind speed,72,1.2,4.6,2.8,9.08
6875,15/04/2020,VN,Ha Noi,wind speed,48,1.5,5.4,2.5,18.8
6876,28/11/2020,VN,Ha Noi,wind speed,72,2.0,5.9,4.3,13.27
6877,10/12/2020,VN,Ha Noi,wind speed,72,0.7,3.0,1.8,3.3
6878,06/01/2021,VN,Ha Noi,wind speed,72,0.2,3.8,2.5,7.32
6879,05/01/2020,VN,Ha Noi,wind speed,72,0.2,4.1,2.5,13.66
6880,29/04/2020,VN,Ha Noi,wind speed,48,1.0,4.1,2.0,7.41
6881,09/08/2020,VN,Ha Noi,wind speed,69,1.2,5.1,3.0,11.31
6882,17/11/2020,VN,Ha Noi,wind speed,63,0.5,5.1,3.3,20.3
6883,19/04/2020,VN,Ha Noi,wind speed,48,1.8,5.1,3.3,8.19
6884,27/04/2020,VN,Ha Noi,wind speed,48,1.2,4.1,2.3,8.36
6885,23/10/2020,VN,Ha Noi,wind speed,72,0.5,5.4,1.2,24.17
6886,07/12/2020,VN,Ha Noi,wind speed,72,1.2,4.8,3.0,10.1
6887,14/12/2020,VN,Ha Noi,wind speed,72,1.0,7.2,2.3,60.04
6888,24/01/2020,VN,Ha Noi,pm10,24,13.0,32.0,23.0,171.01
6889,04/05/2020,VN,Ha Noi,pm10,24,26.0,53.0,34.0,971.01
6890,03/10/2020,VN,Ha Noi,pm10,24,16.0,49.0,26.0,814.33
6891,20/12/2020,VN,Ha Noi,pm10,24,19.0,37.0,26.0,225.92
6892,22/12/2020,VN,Ha Noi,pm10,24,31.0,57.0,52.0,794.78
6893,14/02/2020,VN,Ha Noi,pm10,24,18.0,43.0,29.0,552.1
6894,03/04/2020,VN,Ha Noi,pm10,24,11.0,56.0,20.0,1788.62
6895,16/07/2020,VN,Ha Noi,pm10,24,18.0,33.0,25.0,222.54
6896,29/08/2020,VN,Ha Noi,pm10,24,16.0,35.0,26.0,259.93
6897,09/05/2020,VN,Ha Noi,pm10,24,18.0,65.0,39.0,1838.84
6898,17/10/2020,VN,Ha Noi,pm10,24,9.0,21.0,12.0,130.43
6899,31/10/2020,VN,Ha Noi,pm10,24,12.0,44.0,19.0,1207.81
6900,10/11/2020,VN,Ha Noi,pm10,24,16.0,63.0,35.0,2196.45
6901,15/01/2020,VN,Ha Noi,pm10,24,26.0,54.0,35.0,643.7
6902,04/02/2020,VN,Ha Noi,pm10,24,9.0,22.0,17.0,149.55
6903,10/02/2020,VN,Ha Noi,pm10,22,23.0,64.0,41.0,2209.7
6904,08/03/2020,VN,Ha Noi,pm10,24,40.0,52.0,45.0,140.58
6905,27/11/2020,VN,Ha Noi,pm10,24,26.0,52.0,32.0,667.66
6906,03/01/2021,VN,Ha Noi,pm10,24,46.0,79.0,65.0,1119.93
6907,10/09/2020,VN,Ha Noi,pm10,24,9.0,39.0,26.0,551.23
6908,14/09/2020,VN,Ha Noi,pm10,24,12.0,27.0,18.0,136.5
6909,30/10/2020,VN,Ha Noi,pm10,24,10.0,18.0,14.0,53.75
6910,07/12/2020,VN,Ha Noi,pm10,24,27.0,76.0,50.0,1615.58
6911,07/02/2020,VN,Ha Noi,pm10,24,38.0,74.0,58.0,1248.7
6912,07/05/2020,VN,Ha Noi,pm10,24,27.0,57.0,40.0,1073.84
6913,03/06/2020,VN,Ha Noi,pm10,24,15.0,49.0,32.0,1143.41
6914,10/06/2020,VN,Ha Noi,pm10,24,12.0,53.0,39.0,1737.61
6915,28/11/2020,VN,Ha Noi,pm10,24,20.0,32.0,25.0,109.55
6916,17/06/2020,VN,Ha Noi,pm10,24,15.0,46.0,32.0,1051.88
6917,18/06/2020,VN,Ha Noi,pm10,24,15.0,36.0,28.0,555.05
6918,22/07/2020,VN,Ha Noi,pm10,24,16.0,28.0,21.0,113.26
6919,23/07/2020,VN,Ha Noi,pm10,24,13.0,31.0,20.0,232.59
6920,30/08/2020,VN,Ha Noi,pm10,24,17.0,42.0,31.0,567.54
6921,24/09/2020,VN,Ha Noi,pm10,24,3.0,31.0,9.0,1076.52
6922,09/10/2020,VN,Ha Noi,pm10,24,11.0,25.0,14.0,151.72
6923,28/10/2020,VN,Ha Noi,pm10,24,21.0,58.0,37.0,1365.92
6924,11/02/2020,VN,Ha Noi,pm10,19,30.0,65.0,58.0,1235.79
6925,17/02/2020,VN,Ha Noi,pm10,24,26.0,58.0,37.0,1106.67
6926,06/03/2020,VN,Ha Noi,pm10,24,50.0,71.0,63.0,488.97
6927,31/05/2020,VN,Ha Noi,pm10,13,20.0,43.0,35.0,694.74
6928,11/11/2020,VN,Ha Noi,pm10,24,20.0,56.0,42.0,1386.5
6929,20/08/2020,VN,Ha Noi,pm10,22,12.0,44.0,34.0,1042.77
6930,23/12/2020,VN,Ha Noi,pm10,24,36.0,62.0,45.0,731.23
6931,12/02/2020,VN,Ha Noi,pm10,24,42.0,71.0,57.0,633.9
6932,20/02/2020,VN,Ha Noi,pm10,24,46.0,109.0,98.0,5898.26
6933,30/07/2020,VN,Ha Noi,pm10,24,23.0,56.0,33.0,1324.06
6934,10/08/2020,VN,Ha Noi,pm10,20,15.0,38.0,22.0,442.74
6935,17/08/2020,VN,Ha Noi,pm10,24,6.0,21.0,13.0,195.63
6936,28/08/2020,VN,Ha Noi,pm10,24,18.0,43.0,32.0,309.78
6937,14/01/2021,VN,Ha Noi,pm10,24,40.0,74.0,57.0,792.39
6938,25/02/2020,VN,Ha Noi,pm10,15,39.0,53.0,47.0,126.38
6939,27/03/2020,VN,Ha Noi,pm10,24,12.0,29.0,20.0,320.42
6940,05/06/2020,VN,Ha Noi,pm10,24,14.0,60.0,34.0,2135.0
6941,16/08/2020,VN,Ha Noi,pm10,24,10.0,61.0,23.0,3145.8
6942,15/11/2020,VN,Ha Noi,pm10,24,19.0,35.0,25.0,176.79
6943,24/11/2020,VN,Ha Noi,pm10,24,23.0,39.0,33.0,151.3
6944,10/01/2021,VN,Ha Noi,pm10,24,19.0,52.0,22.0,935.2
6945,11/01/2021,VN,Ha Noi,pm10,24,21.0,57.0,29.0,1120.85
6946,16/01/2020,VN,Ha Noi,pm10,24,27.0,52.0,43.0,634.71
6947,29/03/2020,VN,Ha Noi,pm10,15,9.0,21.0,14.0,112.67
6948,09/07/2020,VN,Ha Noi,pm10,24,19.0,52.0,28.0,1052.88
6949,11/07/2020,VN,Ha Noi,pm10,24,28.0,61.0,40.0,1222.54
6950,19/07/2020,VN,Ha Noi,pm10,24,20.0,41.0,25.0,501.09
6951,24/07/2020,VN,Ha Noi,pm10,24,16.0,35.0,25.0,246.88
6952,12/10/2020,VN,Ha Noi,pm10,24,22.0,69.0,32.0,2504.33
6953,20/01/2020,VN,Ha Noi,pm10,24,34.0,71.0,45.0,1424.18
6954,01/03/2020,VN,Ha Noi,pm10,24,25.0,44.0,32.0,178.48
6955,21/03/2020,VN,Ha Noi,pm10,24,22.0,40.0,33.0,240.85
6956,14/04/2020,VN,Ha Noi,pm10,24,15.0,33.0,28.0,385.43
6957,23/10/2020,VN,Ha Noi,pm10,24,22.0,72.0,56.0,2421.74
6958,24/03/2020,VN,Ha Noi,pm10,24,14.0,28.0,19.0,123.7
6959,17/07/2020,VN,Ha Noi,pm10,24,17.0,35.0,28.0,451.29
6960,03/09/2020,VN,Ha Noi,pm10,24,43.0,55.0,47.0,165.14
6961,06/09/2020,VN,Ha Noi,pm10,24,12.0,29.0,24.0,133.62
6962,05/11/2020,VN,Ha Noi,pm10,24,49.0,61.0,53.0,103.75
6963,27/01/2020,VN,Ha Noi,pm10,24,18.0,38.0,21.0,424.57
6964,04/06/2020,VN,Ha Noi,pm10,24,15.0,53.0,32.0,1558.19
6965,09/08/2020,VN,Ha Noi,pm10,24,14.0,24.0,19.0,105.63
6966,22/09/2020,VN,Ha Noi,pm10,24,8.0,20.0,15.0,97.97
6967,09/06/2020,VN,Ha Noi,pm10,24,29.0,64.0,53.0,860.85
6968,25/09/2020,VN,Ha Noi,pm10,24,19.0,46.0,25.0,677.1
6969,25/11/2020,VN,Ha Noi,pm10,24,25.0,57.0,33.0,1032.16
6970,29/11/2020,VN,Ha Noi,pm10,24,13.0,41.0,16.0,786.88
6971,07/01/2020,VN,Ha Noi,pm10,20,40.0,71.0,48.0,658.4
6972,07/03/2020,VN,Ha Noi,pm10,24,39.0,55.0,45.0,204.27
6973,04/04/2020,VN,Ha Noi,pm10,24,7.0,39.0,12.0,790.27
6974,02/06/2020,VN,Ha Noi,pm10,24,19.0,54.0,40.0,941.45
6975,12/12/2020,VN,Ha Noi,pm10,24,24.0,54.0,37.0,802.16
6976,24/12/2020,VN,Ha Noi,pm10,24,25.0,55.0,36.0,890.27
6977,03/11/2020,VN,Ha Noi,pm10,24,8.0,28.0,19.0,379.84
6978,14/11/2020,VN,Ha Noi,pm10,24,19.0,62.0,35.0,2065.8
6979,10/04/2020,VN,Ha Noi,pm10,24,21.0,46.0,37.0,754.78
6980,11/06/2020,VN,Ha Noi,pm10,24,8.0,55.0,34.0,1854.49
6981,28/07/2020,VN,Ha Noi,pm10,24,39.0,70.0,54.0,754.71
6982,26/09/2020,VN,Ha Noi,pm10,24,11.0,20.0,16.0,70.27
6983,30/11/2020,VN,Ha Noi,pm10,24,16.0,45.0,28.0,637.37
6984,16/04/2020,VN,Ha Noi,pm10,24,17.0,39.0,26.0,375.58
6985,26/04/2020,VN,Ha Noi,pm10,24,8.0,14.0,10.0,39.13
6986,18/09/2020,VN,Ha Noi,pm10,24,9.0,20.0,12.0,64.18
6987,24/10/2020,VN,Ha Noi,pm10,24,30.0,68.0,57.0,1372.75
6988,07/10/2020,VN,Ha Noi,pm10,24,10.0,23.0,15.0,149.27
6989,08/01/2020,VN,Ha Noi,pm10,21,32.0,64.0,50.0,539.62
6990,12/01/2020,VN,Ha Noi,pm10,24,19.0,82.0,31.0,3417.39
6991,22/02/2020,VN,Ha Noi,pm10,24,75.0,98.0,80.0,515.05
6992,07/04/2020,VN,Ha Noi,pm10,24,30.0,55.0,34.0,483.9
6993,08/09/2020,VN,Ha Noi,pm10,24,23.0,51.0,37.0,496.94
6994,08/11/2020,VN,Ha Noi,pm10,24,10.0,51.0,22.0,1823.41
6995,12/01/2021,VN,Ha Noi,pm10,24,17.0,45.0,34.0,593.03
6996,28/02/2020,VN,Ha Noi,pm10,24,24.0,45.0,36.0,387.81
6997,29/04/2020,VN,Ha Noi,pm10,24,46.0,85.0,66.0,1218.1
6998,17/05/2020,VN,Ha Noi,pm10,24,19.0,40.0,24.0,207.37
6999,04/09/2020,VN,Ha Noi,pm10,24,32.0,46.0,38.0,127.54
7000,27/08/2020,VN,Ha Noi,pm10,24,26.0,53.0,39.0,602.54
7001,29/10/2020,VN,Ha Noi,pm10,24,17.0,41.0,25.0,279.13
7002,19/02/2020,VN,Ha Noi,pm10,24,45.0,85.0,64.0,1127.75
7003,21/07/2020,VN,Ha Noi,pm10,24,14.0,48.0,22.0,847.17
7004,05/08/2020,VN,Ha Noi,pm10,24,10.0,29.0,21.0,316.45
7005,11/08/2020,VN,Ha Noi,pm10,14,6.0,31.0,21.0,573.24
7006,01/05/2020,VN,Ha Noi,pm10,24,22.0,49.0,38.0,612.16
7007,14/03/2020,VN,Ha Noi,pm10,24,30.0,54.0,35.0,428.24
7008,12/07/2020,VN,Ha Noi,pm10,24,21.0,55.0,36.0,1060.71
7009,01/08/2020,VN,Ha Noi,pm10,24,14.0,47.0,21.0,1246.67
7010,01/09/2020,VN,Ha Noi,pm10,24,18.0,59.0,27.0,1739.55
7011,01/10/2020,VN,Ha Noi,pm10,24,8.0,29.0,16.0,265.63
7012,11/12/2020,VN,Ha Noi,pm10,24,27.0,71.0,52.0,2479.13
7013,22/01/2020,VN,Ha Noi,pm10,24,39.0,75.0,54.0,1048.1
7014,01/02/2020,VN,Ha Noi,pm10,24,43.0,89.0,78.0,2171.01
7015,08/02/2020,VN,Ha Noi,pm10,24,19.0,52.0,32.0,668.91
7016,01/04/2020,VN,Ha Noi,pm10,14,23.0,48.0,34.0,687.09
7017,28/04/2020,VN,Ha Noi,pm10,22,19.0,63.0,51.0,2486.95
7018,02/09/2020,VN,Ha Noi,pm10,24,42.0,61.0,53.0,421.45
7019,13/09/2020,VN,Ha Noi,pm10,24,14.0,25.0,16.0,96.94
7020,22/10/2020,VN,Ha Noi,pm10,24,18.0,54.0,34.0,1318.24
7021,05/01/2020,VN,Ha Noi,pm10,24,34.0,57.0,47.0,458.1
7022,17/01/2020,VN,Ha Noi,pm10,24,20.0,53.0,33.0,1597.81
7023,03/02/2020,VN,Ha Noi,pm10,24,12.0,94.0,68.0,7300.22
7024,18/03/2020,VN,Ha Noi,pm10,18,9.0,26.0,17.0,201.47
7025,10/12/2020,VN,Ha Noi,pm10,23,33.0,73.0,54.0,1677.27
7026,05/01/2021,VN,Ha Noi,pm10,24,53.0,88.0,79.0,1798.24
7027,01/01/2020,VN,Ha Noi,pm10,24,68.0,92.0,83.0,431.88
7028,11/01/2020,VN,Ha Noi,pm10,24,26.0,52.0,46.0,725.22
7029,25/05/2020,VN,Ha Noi,pm10,24,16.0,50.0,28.0,1076.23
7030,31/07/2020,VN,Ha Noi,pm10,24,18.0,50.0,37.0,1320.42
7031,23/11/2020,VN,Ha Noi,pm10,24,14.0,56.0,29.0,1244.76
7032,19/01/2021,VN,Ha Noi,pm10,24,26.0,58.0,42.0,1171.88
7033,16/05/2020,VN,Ha Noi,pm10,24,22.0,35.0,29.0,115.0
7034,18/05/2020,VN,Ha Noi,pm10,24,16.0,50.0,28.0,778.19
7035,05/09/2020,VN,Ha Noi,pm10,24,22.0,37.0,26.0,276.23
7036,17/09/2020,VN,Ha Noi,pm10,24,14.0,53.0,26.0,1131.14
7037,15/12/2020,VN,Ha Noi,pm10,24,8.0,22.0,13.0,147.17
7038,16/12/2020,VN,Ha Noi,pm10,24,9.0,19.0,13.0,100.87
7039,02/05/2020,VN,Ha Noi,pm10,24,25.0,50.0,43.0,533.84
7040,20/06/2020,VN,Ha Noi,pm10,24,10.0,37.0,28.0,749.28
7041,15/07/2020,VN,Ha Noi,pm10,24,19.0,34.0,28.0,142.88
7042,12/11/2020,VN,Ha Noi,pm10,24,18.0,60.0,54.0,2381.67
7043,30/05/2020,VN,Ha Noi,pm10,24,21.0,51.0,28.0,818.24
7044,08/07/2020,VN,Ha Noi,pm10,24,21.0,37.0,26.0,293.02
7045,19/01/2020,VN,Ha Noi,pm10,24,22.0,71.0,31.0,1734.33
7046,25/01/2020,VN,Ha Noi,pm10,24,7.0,47.0,11.0,1676.36
7047,05/02/2020,VN,Ha Noi,pm10,24,12.0,48.0,22.0,1009.55
7048,09/02/2020,VN,Ha Noi,pm10,19,11.0,21.0,16.0,71.64
7049,16/11/2020,VN,Ha Noi,pm10,24,13.0,30.0,23.0,273.62
7050,26/12/2020,VN,Ha Noi,pm10,24,41.0,54.0,49.0,126.5
7051,13/01/2021,VN,Ha Noi,pm10,24,33.0,69.0,50.0,1268.1
7052,09/03/2020,VN,Ha Noi,pm10,21,28.0,66.0,57.0,732.29
7053,22/05/2020,VN,Ha Noi,pm10,24,17.0,75.0,38.0,2612.01
7054,04/08/2020,VN,Ha Noi,pm10,24,13.0,43.0,17.0,639.11
7055,10/10/2020,VN,Ha Noi,pm10,22,10.0,42.0,22.0,798.01
7056,27/09/2020,VN,Ha Noi,pm10,24,8.0,20.0,13.0,144.93
7057,20/11/2020,VN,Ha Noi,pm10,24,16.0,35.0,26.0,250.42
7058,17/03/2020,VN,Ha Noi,pm10,24,21.0,51.0,28.0,764.62
7059,28/03/2020,VN,Ha Noi,pm10,12,20.0,23.0,21.0,12.95
7060,15/05/2020,VN,Ha Noi,pm10,24,19.0,35.0,27.0,269.98
7061,18/08/2020,VN,Ha Noi,pm10,24,5.0,14.0,8.0,72.59
7062,16/01/2021,VN,Ha Noi,pm10,24,55.0,67.0,61.0,170.85
7063,13/01/2020,VN,Ha Noi,pm10,24,68.0,92.0,78.0,466.36
7064,02/07/2020,VN,Ha Noi,pm10,24,20.0,42.0,31.0,451.01
7065,19/10/2020,VN,Ha Noi,pm10,24,15.0,27.0,21.0,177.81
7066,27/12/2020,VN,Ha Noi,pm10,24,39.0,55.0,51.0,248.62
7067,25/07/2020,VN,Ha Noi,pm10,15,18.0,30.0,26.0,96.95
7068,13/08/2020,VN,Ha Noi,pm10,24,6.0,19.0,15.0,173.84
7069,02/10/2020,VN,Ha Noi,pm10,24,19.0,44.0,27.0,495.92
7070,01/12/2020,VN,Ha Noi,pm10,24,31.0,59.0,38.0,738.84
7071,30/03/2020,VN,Ha Noi,pm10,24,9.0,26.0,16.0,268.24
7072,18/04/2020,VN,Ha Noi,pm10,24,13.0,20.0,14.0,48.62
7073,21/06/2020,VN,Ha Noi,pm10,24,16.0,39.0,29.0,731.52
7074,06/07/2020,VN,Ha Noi,pm10,24,13.0,29.0,21.0,260.58
7075,06/12/2020,VN,Ha Noi,pm10,24,29.0,58.0,44.0,775.2
7076,03/08/2020,VN,Ha Noi,pm10,24,14.0,38.0,19.0,328.24
7077,23/08/2020,VN,Ha Noi,pm10,24,16.0,50.0,20.0,877.32
7078,17/12/2020,VN,Ha Noi,pm10,24,14.0,25.0,17.0,76.23
7079,06/01/2021,VN,Ha Noi,pm10,24,55.0,66.0,57.0,110.42
7080,20/04/2020,VN,Ha Noi,pm10,23,10.0,15.0,14.0,26.13
7081,03/05/2020,VN,Ha Noi,pm10,24,20.0,51.0,30.0,1365.8
7082,26/06/2020,VN,Ha Noi,pm10,24,19.0,48.0,26.0,922.45
7083,18/07/2020,VN,Ha Noi,pm10,24,20.0,34.0,28.0,203.19
7084,03/07/2020,VN,Ha Noi,pm10,21,18.0,35.0,24.0,238.48
7085,21/08/2020,VN,Ha Noi,pm10,20,10.0,29.0,21.0,354.11
7086,04/11/2020,VN,Ha Noi,pm10,24,24.0,60.0,33.0,1275.36
7087,31/12/2019,VN,Ha Noi,pm10,24,66.0,81.0,75.0,135.2
7088,13/02/2020,VN,Ha Noi,pm10,24,23.0,68.0,37.0,2147.75
7089,19/06/2020,VN,Ha Noi,pm10,24,16.0,37.0,23.0,310.36
7090,29/06/2020,VN,Ha Noi,pm10,22,17.0,43.0,33.0,801.65
7091,13/03/2020,VN,Ha Noi,pm10,24,24.0,61.0,36.0,1442.01
7092,25/04/2020,VN,Ha Noi,pm10,24,8.0,15.0,11.0,42.59
7093,13/10/2020,VN,Ha Noi,pm10,24,24.0,64.0,36.0,1172.75
7094,20/05/2020,VN,Ha Noi,pm10,24,22.0,51.0,31.0,651.88
7095,07/09/2020,VN,Ha Noi,pm10,24,7.0,23.0,10.0,278.97
7096,28/12/2020,VN,Ha Noi,pm10,24,22.0,47.0,26.0,353.02
7097,26/07/2020,VN,Ha Noi,pm10,24,16.0,34.0,18.0,270.43
7098,02/01/2021,VN,Ha Noi,pm10,24,49.0,88.0,68.0,1063.48
7099,02/01/2020,VN,Ha Noi,pm10,24,45.0,87.0,68.0,1411.58
7100,23/03/2020,VN,Ha Noi,pm10,24,20.0,40.0,28.0,459.98
7101,09/04/2020,VN,Ha Noi,pm10,19,22.0,52.0,45.0,699.88
7102,30/06/2020,VN,Ha Noi,pm10,24,15.0,53.0,33.0,1255.92
7103,08/12/2020,VN,Ha Noi,pm10,24,22.0,58.0,38.0,1398.84
7104,01/07/2020,VN,Ha Noi,pm10,24,17.0,48.0,29.0,850.43
7105,24/08/2020,VN,Ha Noi,pm10,24,6.0,33.0,21.0,521.45
7106,25/10/2020,VN,Ha Noi,pm10,24,31.0,60.0,50.0,726.02
7107,02/11/2020,VN,Ha Noi,pm10,24,12.0,63.0,43.0,3414.18
7108,25/03/2020,VN,Ha Noi,pm10,24,12.0,26.0,17.0,98.68
7109,12/04/2020,VN,Ha Noi,pm10,24,11.0,25.0,17.0,196.07
7110,23/05/2020,VN,Ha Noi,pm10,24,17.0,43.0,27.0,513.75
7111,26/05/2020,VN,Ha Noi,pm10,24,12.0,40.0,20.0,659.11
7112,21/11/2020,VN,Ha Noi,pm10,24,15.0,27.0,17.0,166.3
7113,30/01/2020,VN,Ha Noi,pm10,21,29.0,71.0,64.0,2355.33
7114,02/02/2020,VN,Ha Noi,pm10,24,77.0,94.0,83.0,314.18
7115,28/05/2020,VN,Ha Noi,pm10,24,41.0,54.0,48.0,118.84
7116,08/01/2021,VN,Ha Noi,pm10,24,7.0,26.0,12.0,412.75
7117,19/09/2020,VN,Ha Noi,pm10,24,5.0,19.0,12.0,196.52
7118,21/10/2020,VN,Ha Noi,pm10,24,9.0,48.0,17.0,1398.1
7119,03/12/2020,VN,Ha Noi,pm10,24,24.0,64.0,31.0,1819.35
7120,19/12/2020,VN,Ha Noi,pm10,24,18.0,35.0,21.0,264.33
7121,30/12/2019,VN,Ha Noi,pm10,24,65.0,89.0,70.0,431.72
7122,28/01/2020,VN,Ha Noi,pm10,24,28.0,46.0,37.0,392.39
7123,08/04/2020,VN,Ha Noi,pm10,24,35.0,59.0,50.0,628.68
7124,07/07/2020,VN,Ha Noi,pm10,24,18.0,38.0,27.0,504.76
7125,15/03/2020,VN,Ha Noi,pm10,24,43.0,63.0,51.0,318.68
7126,16/06/2020,VN,Ha Noi,pm10,24,14.0,36.0,27.0,469.57
7127,16/10/2020,VN,Ha Noi,pm10,24,5.0,23.0,11.0,363.7
7128,05/03/2020,VN,Ha Noi,pm10,24,19.0,50.0,30.0,946.67
7129,05/12/2020,VN,Ha Noi,pm10,24,20.0,53.0,22.0,1286.01
7130,25/12/2020,VN,Ha Noi,pm10,24,40.0,65.0,52.0,691.72
7131,06/01/2020,VN,Ha Noi,pm10,24,40.0,58.0,47.0,276.94
7132,24/05/2020,VN,Ha Noi,pm10,24,22.0,50.0,39.0,980.8
7133,20/07/2020,VN,Ha Noi,pm10,24,15.0,31.0,25.0,271.52
7134,23/06/2020,VN,Ha Noi,pm10,24,22.0,48.0,32.0,700.71
7135,26/08/2020,VN,Ha Noi,pm10,24,15.0,50.0,24.0,974.71
7136,01/11/2020,VN,Ha Noi,pm10,24,38.0,59.0,46.0,272.17
7137,16/02/2020,VN,Ha Noi,pm10,24,13.0,52.0,23.0,1226.09
7138,22/04/2020,VN,Ha Noi,pm10,24,8.0,19.0,10.0,44.76
7139,24/04/2020,VN,Ha Noi,pm10,24,4.0,11.0,6.0,47.81
7140,01/06/2020,VN,Ha Noi,pm10,24,16.0,59.0,28.0,1127.66
7141,06/11/2020,VN,Ha Noi,pm10,24,55.0,69.0,59.0,117.37
7142,27/06/2020,VN,Ha Noi,pm10,24,16.0,40.0,28.0,599.98
7143,04/07/2020,VN,Ha Noi,pm10,24,7.0,32.0,20.0,587.54
7144,14/07/2020,VN,Ha Noi,pm10,24,13.0,44.0,30.0,1062.54
7145,22/08/2020,VN,Ha Noi,pm10,24,11.0,37.0,19.0,310.85
7146,06/08/2020,VN,Ha Noi,pm10,24,7.0,23.0,14.0,117.1
7147,15/08/2020,VN,Ha Noi,pm10,24,12.0,24.0,16.0,66.67
7148,21/09/2020,VN,Ha Noi,pm10,24,13.0,50.0,19.0,2208.41
7149,18/10/2020,VN,Ha Noi,pm10,24,9.0,27.0,15.0,372.16
7150,03/03/2020,VN,Ha Noi,pm10,8,13.0,32.0,16.0,725.0
7151,10/03/2020,VN,Ha Noi,pm10,24,26.0,61.0,49.0,1082.45
7152,31/03/2020,VN,Ha Noi,pm10,18,11.0,51.0,18.0,1677.65
7153,10/07/2020,VN,Ha Noi,pm10,24,23.0,53.0,36.0,835.63
7154,20/10/2020,VN,Ha Noi,pm10,24,16.0,26.0,20.0,93.84
7155,22/11/2020,VN,Ha Noi,pm10,24,15.0,34.0,24.0,308.24
7156,13/12/2020,VN,Ha Noi,pm10,24,15.0,46.0,35.0,838.68
7157,05/10/2020,VN,Ha Noi,pm10,24,11.0,33.0,20.0,339.11
7158,14/12/2020,VN,Ha Noi,pm10,24,12.0,37.0,24.0,709.98
7159,31/01/2020,VN,Ha Noi,pm10,24,40.0,72.0,63.0,1166.07
7160,16/03/2020,VN,Ha Noi,pm10,24,50.0,66.0,59.0,255.58
7161,08/05/2020,VN,Ha Noi,pm10,24,19.0,54.0,38.0,795.05
7162,15/06/2020,VN,Ha Noi,pm10,24,17.0,35.0,23.0,409.55
7163,19/05/2020,VN,Ha Noi,pm10,24,21.0,52.0,39.0,943.48
7164,28/06/2020,VN,Ha Noi,pm10,24,20.0,37.0,27.0,200.85
7165,25/08/2020,VN,Ha Noi,pm10,24,5.0,31.0,21.0,674.77
7166,30/09/2020,VN,Ha Noi,pm10,24,13.0,29.0,23.0,174.62
7167,21/01/2020,VN,Ha Noi,pm10,24,49.0,79.0,68.0,748.24
7168,27/02/2020,VN,Ha Noi,pm10,24,32.0,50.0,41.0,309.78
7169,06/04/2020,VN,Ha Noi,pm10,24,13.0,34.0,16.0,408.41
7170,12/05/2020,VN,Ha Noi,pm10,24,19.0,35.0,24.0,266.09
7171,18/11/2020,VN,Ha Noi,pm10,20,18.0,26.0,23.0,71.16
7172,12/03/2020,VN,Ha Noi,pm10,24,30.0,52.0,40.0,457.61
7173,23/04/2020,VN,Ha Noi,pm10,24,3.0,12.0,7.0,45.2
7174,30/04/2020,VN,Ha Noi,pm10,24,42.0,54.0,49.0,155.63
7175,05/05/2020,VN,Ha Noi,pm10,24,26.0,51.0,42.0,630.15
7176,04/01/2020,VN,Ha Noi,pm10,24,34.0,55.0,44.0,482.54
7177,14/01/2020,VN,Ha Noi,pm10,24,56.0,104.0,93.0,1235.2
7178,18/01/2020,VN,Ha Noi,pm10,24,31.0,69.0,52.0,1489.49
7179,23/01/2020,VN,Ha Noi,pm10,24,24.0,44.0,31.0,196.45
7180,09/09/2020,VN,Ha Noi,pm10,24,9.0,37.0,23.0,491.72
7181,15/10/2020,VN,Ha Noi,pm10,24,4.0,22.0,8.0,189.11
7182,27/07/2020,VN,Ha Noi,pm10,24,17.0,53.0,45.0,959.06
7183,19/11/2020,VN,Ha Noi,pm10,24,18.0,38.0,27.0,354.49
7184,18/12/2020,VN,Ha Noi,pm10,24,10.0,38.0,16.0,905.49
7185,31/12/2020,VN,Ha Noi,pm10,24,24.0,50.0,28.0,694.62
7186,20/03/2020,VN,Ha Noi,pm10,24,30.0,55.0,50.0,505.8
7187,22/03/2020,VN,Ha Noi,pm10,14,19.0,28.0,22.0,78.08
7188,19/04/2020,VN,Ha Noi,pm10,24,12.0,22.0,17.0,70.36
