#	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/ 1M pop	Population
45.0	Equatorial Guinea	15894		183.0		15670.0		41.0	5.0	10736.0	124.0	290997.0	196563.0	1480423.0
46.0	Djibouti	15564	+14	189.0		15359.0		16.0		15377.0	187.0	288558.0	285090.0	1012164.0
47.0	CAR	14320		113.0		6859.0		7348.0	2.0	2881.0	23.0	81294.0	16354.0	4970976.0
48.0	Gambia	11963		365.0		11583.0		15.0		4727.0	144.0	153983.0	60844.0	2530763.0
49.0	Eritrea	9718	+2	103.0		9613.0	+5	2.0		2678.0	28.0	23693.0	6529.0	3628975.0
50.0	Niger	8774	+5	307.0		8454.0	+2	13.0	1.0	342.0	12.0	232094.0	9038.0	25678496.0
51.0	Comoros	8054	+3	160.0		7878.0	+1	16.0		8941.0	178.0			900744.0
52.0	Guinea-Bissau	8039	+1	168.0		7045.0	+11	826.0	6.0	3929.0	82.0	125347.0	61259.0	2046188.0
53.0	Sierra Leone	7666		125.0						929.0	15.0	259958.0	31511.0	8249721.0
54.0	Liberia	7387	+3	294.0		5747.0		1346.0	2.0	1405.0	56.0	139824.0	26595.0	5257505.0
55.0	Chad	7258		190.0		4874.0		2194.0		422.0	11.0	191341.0	11113.0	17217920.0
56.0	Sao Tome and Principe	5934		72.0		5862.0		0.0		26256.0	319.0	29036.0	128477.0	226002.0
57.0	Western Sahara	10		1.0		8.0		1.0		16.0	2.0			622025.0
58.0	Saint Helena	2				2.0		0.0		327.0				6107.0
	Total:	11606912	+5,102	251381.0	74.0	10759884.0	+3,761	595647.0	1645.0					
