Date	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/ 1M pop	Population
20220309	World	449527569	1622174.0	6035718.0	6945.0	383874429.0	1924388.0	59617422.0	69516.0	57670.0	774.3			
20220309	Europe	161565509	777168.0	1729582.0	2982.0	141798301.0	1002120.0	18037626.0	13118.0					
20220309	North America	95446678	52481.0	1418630	1307.0	67911623.0	226778.0	26116425.0	11355.0					
20220309	Asia	122094300	613406.0	1363714.0	1796.0	110571554	400761.0	10159032	30372.0					
20220309	South America	54887115	98227.0	1264422.0	771.0	49378101.0	214119.0	4244592.0	12862.0					
20220309	Africa	11589705	12978.0	251261.0	70.0	10751902.0	21054.0	586542.0	1650.0					
20220309	Oceania	3943541	67914.0	8094.0	19.0	3462242.0	59556.0	473205.0	159.0					
